location_id,date,temp,pressure,humidity,wind_speed,precipitation,cloud_cover,uv
Arong,2023-08-26,27.26551724137931,1008.9310344827586,81.3103448275862,22.46206896551724,13.86,70.0,1
Arwal,2023-08-25,29.566666666666666,1002.3333333333334,91.66666666666667,8.5,3.5,53.333333333333336,8
Arwal,2023-08-26,28.56896551724138,1004.2758620689655,94.03448275862068,8.055172413793104,7.85,52.96551724137931,1
Ashoknagar,2023-08-25,24.473333333333336,1004.3333333333334,82.2,14.58,6.0,44.333333333333336,7
Ashoknagar,2023-08-26,23.46206896551724,1006.0689655172414,74.20689655172414,11.210344827586209,4.06,33.55172413793103,1
Auraiya,2023-08-25,27.442857142857143,1002.7857142857143,71.64285714285714,11.835714285714285,6.5,49.857142857142854,8
Auraiya,2023-08-26,26.676666666666666,1004.3333333333334,66.8,8.543333333333333,0.22999999999999998,22.733333333333334,1
Aurangabad,2023-08-25,23.16,1006.8,81.6,15.6,3.8,49.0,7
Aurangabad,2023-08-26,22.57241379310345,1007.9310344827586,83.20689655172414,9.710344827586209,2.02,37.6551724137931,1
Azamgarh,2023-08-25,27.792857142857144,1002.5714285714286,77.28571428571429,9.464285714285714,2.9,43.07142857142857,8
Azamgarh,2023-08-26,26.32,1004.2666666666667,81.66666666666667,9.139999999999999,3.17,50.56666666666667,1
Badgam,2023-08-25,13.860000000000001,1011.4,66.4,3.6266666666666665,0.8,24.266666666666666,5
Badgam,2023-08-26,11.33448275862069,1013.4137931034483,60.724137931034484,3.6,1.5799999999999998,29.17241379310345,1
Bagalkot,2023-08-25,23.90666666666667,1007.6666666666666,78.86666666666666,18.5,4.1,58.8,7
Bagalkot,2023-08-26,23.317241379310346,1008.3448275862069,79.3103448275862,15.43448275862069,1.37,45.172413793103445,1
Bageshwar,2023-08-25,10.26,1013.3333333333334,76.86666666666666,7.58,4.7,38.53333333333333,5
Bageshwar,2023-08-26,8.155172413793103,1015.1724137931035,77.72413793103448,7.206896551724138,2.06,36.827586206896555,1
Baghpat,2023-08-25,27.8,1004.8571428571429,77.42857142857143,8.1,0.4,39.92857142857143,8
Baghpat,2023-08-26,26.613333333333333,1006.4333333333333,80.26666666666667,5.430000000000001,1.93,24.933333333333334,1
Bahraich,2023-08-25,26.978571428571428,1002.8571428571429,78.0,8.9,5.7,49.285714285714285,7
Bahraich,2023-08-26,25.446666666666665,1004.7666666666667,82.7,7.546666666666667,7.72,31.133333333333333,1
Baksa Duar,2023-08-25,20.94,1006.8,79.8,7.16,0.4,47.86666666666667,6
Baksa Duar,2023-08-26,18.982758620689655,1008.8965517241379,87.65517241379311,6.817241379310344,24.869999999999997,50.827586206896555,1
Balaghat,2023-08-25,24.206666666666667,1003.6666666666666,90.0,6.3533333333333335,1.2,55.86666666666667,7
Balaghat,2023-08-26,22.56551724137931,1005.7241379310345,90.89655172413794,6.131034482758621,8.42,49.51724137931034,1
Balangir,2023-08-25,24.99285714285714,1003.7857142857143,86.21428571428571,5.278571428571429,4.5,62.92857142857143,7
Balangir,2023-08-26,23.61,1004.9666666666667,90.63333333333334,6.576666666666667,5.79,50.8,1
Baleshwar,2023-08-25,27.942857142857143,1002.5714285714286,80.78571428571429,7.807142857142857,8.0,49.42857142857143,8
Baleshwar,2023-08-26,25.916666666666668,1003.6,89.66666666666667,8.646666666666667,4.37,46.46666666666667,1
Ballia,2023-08-25,28.24285714285714,1002.5714285714286,75.57142857142857,9.957142857142857,11.4,43.142857142857146,8
Ballia,2023-08-26,26.396666666666665,1004.1333333333333,82.2,9.963333333333333,4.6,52.96666666666667,1
Balod,2023-08-25,24.386666666666667,1003.9333333333333,87.93333333333334,8.546666666666665,0.6,68.73333333333333,7
Balod,2023-08-26,22.606896551724137,1005.4827586206897,90.37931034482759,8.793103448275861,18.119999999999997,45.241379310344826,1
Baloda Bazar,2023-08-25,25.586666666666666,1003.3333333333334,84.4,7.153333333333333,0.7,55.93333333333333,8
Baloda Bazar,2023-08-26,23.775862068965516,1004.7241379310345,88.65517241379311,7.531034482758621,18.0,53.03448275862069,1
Balrampur,2023-08-25,26.766666666666666,1002.5333333333333,81.46666666666667,8.833333333333334,4.6000000000000005,54.266666666666666,7
Balrampur,2023-08-26,25.29310344827586,1004.9310344827586,83.55172413793103,7.986206896551724,3.75,31.310344827586206,1
Banda,2023-08-25,28.185714285714287,1002.5714285714286,71.85714285714286,12.164285714285715,8.600000000000001,43.5,8
Banda,2023-08-26,26.853333333333335,1004.3333333333334,70.56666666666666,8.07,0.03,22.633333333333333,1
Bangalore,2023-08-25,22.75,1012.9375,87.0,15.4,22.3,53.125,7
Bangalore,2023-08-26,22.515151515151516,1013.6666666666666,88.33333333333333,12.05151515151515,3.3,54.54545454545455,1
Banka,2023-08-25,27.826666666666664,1002.9333333333333,77.6,7.2,11.6,45.733333333333334,8
Banka,2023-08-26,25.475862068965515,1004.4137931034483,89.37931034482759,8.96551724137931,19.17,61.689655172413794,1
Bankura,2023-08-25,27.52,1002.9333333333333,79.6,7.653333333333333,3.5,49.6,8
Bankura,2023-08-26,25.341379310344827,1004.0344827586207,90.75862068965517,9.324137931034482,10.83,60.689655172413794,1
Banswara,2023-08-25,23.614285714285717,1005.8571428571429,83.71428571428571,15.642857142857142,2.7,55.857142857142854,7
Banswara,2023-08-26,22.720000000000002,1006.7666666666667,83.56666666666666,11.67,8.72,42.5,1
Bara Banki,2023-08-25,26.97142857142857,1002.9285714285714,87.0,7.578571428571428,5.7,57.142857142857146,8
Bara Banki,2023-08-26,26.283333333333335,1004.9,88.4,5.963333333333334,5.99,40.333333333333336,1
Baramula,2023-08-25,11.973333333333333,1011.6666666666666,69.6,4.946666666666667,0.0,8.2,6
Baramula,2023-08-26,8.806896551724138,1014.1724137931035,65.51724137931035,5.206896551724138,0.14,15.275862068965518,1
Baran,2023-08-25,26.27857142857143,1004.0714285714286,74.21428571428571,10.535714285714286,3.0999999999999996,37.714285714285715,7
Baran,2023-08-26,24.846666666666668,1005.2,71.3,9.33,2.76,26.6,1
Barddhaman,2023-08-25,27.69545454545454,1002.9545454545455,82.36363636363636,8.368181818181817,5.4,48.40909090909091,8
Barddhaman,2023-08-26,25.35116279069767,1004.1162790697674,92.72093023255815,9.95813953488372,5.62,56.116279069767444,1
Bareilly,2023-08-25,26.400000000000002,1003.2142857142857,77.42857142857143,8.621428571428572,4.4,39.714285714285715,8
Bareilly,2023-08-26,24.976666666666667,1004.8,80.53333333333333,6.569999999999999,3.7600000000000002,32.766666666666666,1
Bargarh,2023-08-25,25.32857142857143,1003.4285714285714,85.71428571428571,5.6000000000000005,3.5,57.57142857142857,8
Bargarh,2023-08-26,23.773333333333333,1004.3333333333334,89.86666666666666,6.513333333333334,9.84,54.233333333333334,1
Barmer,2023-08-25,27.485714285714288,1004.1428571428571,62.214285714285715,19.585714285714285,0.0,2.0,8
Barmer,2023-08-26,27.996666666666666,1004.7666666666667,62.03333333333333,16.996666666666666,3.01,22.733333333333334,1
Barnala,2023-08-25,26.333333333333332,1003.4666666666667,66.0,7.1466666666666665,0.0,9.066666666666666,8
Barnala,2023-08-26,24.78620689655172,1004.8275862068965,58.793103448275865,7.348275862068966,4.71,20.689655172413794,1
Barpeta,2023-08-25,27.033333333333335,1003.6666666666666,85.73333333333333,4.366666666666666,3.2,42.53333333333333,7
Barpeta,2023-08-26,24.848275862068967,1005.9310344827586,92.48275862068965,6.3310344827586205,24.18,68.24137931034483,1
Barwani,2023-08-25,23.793333333333333,1005.8666666666667,84.6,13.086666666666668,9.4,52.333333333333336,7
Barwani,2023-08-26,23.24137931034483,1007.0689655172414,83.79310344827586,9.727586206896552,18.24,35.93103448275862,1
Bastar,2023-08-25,22.953333333333333,1004.8666666666667,88.66666666666667,7.493333333333334,7.8999999999999995,72.66666666666667,7
Bastar,2023-08-26,21.282758620689656,1006.7586206896551,91.72413793103448,6.389655172413794,4.45,49.62068965517241,1
Basti,2023-08-25,26.964285714285715,1002.5714285714286,81.28571428571429,9.05,3.3,47.07142857142857,8
Basti,2023-08-26,25.64333333333333,1004.6,83.1,8.556666666666667,2.91,41.06666666666667,1
Baudh,2023-08-25,25.7,1003.6428571428571,87.0,4.971428571428571,3.6,69.57142857142857,8
Baudh,2023-08-26,23.75,1004.6333333333333,91.63333333333334,4.54,2.5,56.3,1
Begusarai,2023-08-25,28.686666666666667,1002.5333333333333,75.6,8.54,4.4,44.2,8
Begusarai,2023-08-26,26.196551724137933,1004.2068965517242,86.0,11.158620689655173,6.96,61.37931034482759,1
Belgaum,2023-08-25,21.046666666666667,1009.0,91.33333333333333,12.58,8.399999999999999,77.0,7
Belgaum,2023-08-26,20.551724137931036,1009.448275862069,92.75862068965517,10.186206896551724,2.29,81.86206896551724,1
Bellary,2023-08-25,24.89333333333333,1007.3333333333334,74.06666666666666,17.386666666666667,6.3,56.8,8
Bellary,2023-08-26,24.303448275862067,1008.0689655172414,73.27586206896552,14.779310344827588,0.74,43.55172413793103,1
Betul,2023-08-25,22.633333333333333,1005.2666666666667,87.6,6.8133333333333335,3.7,50.733333333333334,6
Betul,2023-08-26,21.53103448275862,1006.8275862068965,87.79310344827586,5.944827586206896,30.58,40.6551724137931,1
Bhabua,2023-08-25,27.39333333333333,1002.6666666666666,75.53333333333333,8.066666666666666,1.1,44.266666666666666,8
Bhabua,2023-08-26,25.20689655172414,1004.3103448275862,85.55172413793103,6.882758620689655,3.5500000000000003,59.827586206896555,1
Bhadohi,2023-08-25,27.114285714285717,1002.5,75.78571428571429,9.75,9.200000000000001,45.642857142857146,7
Bhadohi,2023-08-26,25.45,1004.2333333333333,82.46666666666667,7.843333333333334,8.68,54.8,1
Bhadrak,2023-08-25,28.192857142857143,1002.5714285714286,79.07142857142857,6.457142857142857,3.8,50.92857142857143,8
Bhadrak,2023-08-26,25.833333333333332,1003.6666666666666,88.83333333333333,8.173333333333334,6.890000000000001,48.2,1
Bhagalpur,2023-08-25,28.68,1002.6666666666666,75.8,8.146666666666667,5.5,42.2,8
Bhagalpur,2023-08-26,26.048275862068966,1004.3103448275862,87.48275862068965,10.955172413793104,7.819999999999999,55.724137931034484,1
Bhandara,2023-08-25,24.692857142857143,1003.7857142857143,86.57142857142857,7.6571428571428575,0.6000000000000001,57.0,7
Bhandara,2023-08-26,22.986666666666668,1005.6333333333333,88.23333333333333,6.91,6.91,42.56666666666667,1
Bharatpur,2023-08-25,28.17142857142857,1003.2857142857143,64.21428571428571,10.935714285714285,2.3,29.785714285714285,8
Bharatpur,2023-08-26,27.15666666666667,1004.5333333333333,59.833333333333336,7.7733333333333325,0.05,21.033333333333335,1
Bharuch,2023-08-25,26.813333333333333,1006.0,75.6,12.886666666666667,1.0,30.333333333333332,7
Bharuch,2023-08-26,25.524137931034485,1006.448275862069,85.03448275862068,11.317241379310344,11.19,39.62068965517241,1
Bhavnagar,2023-08-25,27.326666666666664,1005.8666666666667,73.0,16.64,0.6000000000000001,24.6,8
Bhavnagar,2023-08-26,27.093103448275862,1006.2068965517242,72.24137931034483,14.713793103448275,3.3,34.86206896551724,1
Bhilwara,2023-08-25,25.085714285714285,1005.0714285714286,72.42857142857143,10.37857142857143,0.5,20.642857142857142,7
Bhilwara,2023-08-26,23.986666666666668,1005.8666666666667,69.03333333333333,10.206666666666667,2.74,32.733333333333334,1
Bhind,2023-08-25,27.493333333333332,1002.6666666666666,70.4,12.733333333333333,2.3000000000000003,53.333333333333336,7
Bhind,2023-08-26,26.96206896551724,1004.4827586206897,61.96551724137931,8.655172413793103,0.14,25.517241379310345,1
Bhiwani,2023-08-25,28.06,1003.3333333333334,59.0,10.853333333333333,0.0,12.066666666666666,8
Bhiwani,2023-08-26,27.586206896551722,1004.6896551724138,49.62068965517241,8.813793103448276,0.02,13.758620689655173,1
Bhojpur,2023-08-25,24.973333333333336,1003.5333333333333,86.33333333333333,4.58,4.9,62.0,8
Bhojpur,2023-08-26,23.16551724137931,1004.5862068965517,92.06896551724138,4.951724137931034,5.7,61.41379310344828,1
Bhopal,2023-08-25,23.82,1004.7333333333333,82.6,12.693333333333333,4.2,37.0,7
Bhopal,2023-08-26,22.524137931034485,1006.6551724137931,82.13793103448276,9.617241379310345,5.78,39.62068965517241,1
Bid,2023-08-25,24.099999999999998,1006.6428571428571,77.07142857142857,14.871428571428572,0.5,43.714285714285715,7
Bid,2023-08-26,22.86,1007.6333333333333,80.6,10.57,4.26,37.7,1
Bidar,2023-08-25,23.333333333333332,1006.3333333333334,83.06666666666666,13.32,19.9,59.2,7
Bidar,2023-08-26,22.417241379310347,1007.5862068965517,84.48275862068965,11.096551724137932,3.33,36.793103448275865,1
Bijapur,2023-08-25,24.14,1007.2666666666667,78.0,18.453333333333333,29.4,57.6,7
Bijapur,2023-08-26,23.372413793103448,1008.1034482758621,78.93103448275862,16.727586206896554,3.8600000000000003,37.41379310344828,1
Bijnor,2023-08-25,25.642857142857142,1003.5714285714286,77.21428571428571,7.207142857142857,2.1,34.357142857142854,7
Bijnor,2023-08-26,24.15,1004.9333333333333,75.36666666666666,6.55,4.68,25.433333333333334,1
Bikaner,2023-08-25,30.185714285714287,1003.2142857142857,48.285714285714285,20.978571428571428,0.0,3.642857142857143,8
Bikaner,2023-08-26,30.186666666666667,1003.9333333333333,44.266666666666666,16.74,0.08,18.433333333333334,1
Bilaspur,2023-08-25,25.59333333333333,1003.2666666666667,82.86666666666666,5.613333333333333,3.0,52.0,8
Bilaspur,2023-08-26,23.610344827586207,1004.8275862068965,87.13793103448276,6.575862068965517,12.85,54.827586206896555,1
Bishnupur,2023-08-25,28.533333333333335,1002.6,90.13333333333334,6.706666666666666,1.8,63.333333333333336,9
Bishnupur,2023-08-26,27.482758620689655,1003.9655172413793,90.55172413793103,8.13448275862069,9.26,64.65517241379311,1
Biswanath,2023-08-25,28.042857142857144,1002.9285714285714,83.07142857142857,10.37857142857143,9.7,56.285714285714285,8
Biswanath,2023-08-26,26.366666666666667,1003.8333333333334,89.46666666666667,11.816666666666666,18.259999999999998,62.43333333333333,1
Bokaro,2023-08-25,26.279999999999998,1003.4666666666667,80.4,6.046666666666667,16.6,51.333333333333336,8
Bokaro,2023-08-26,24.33793103448276,1004.551724137931,90.55172413793103,7.789655172413793,10.32,72.17241379310344,1
Bongaigaon,2023-08-25,27.033333333333335,1003.6666666666666,85.73333333333333,4.366666666666666,3.2,42.53333333333333,7
Bongaigaon,2023-08-26,24.848275862068967,1005.9310344827586,92.48275862068965,6.3310344827586205,24.18,68.24137931034483,1
Budaun,2023-08-25,27.235714285714288,1002.9285714285714,70.64285714285714,9.75,3.0,39.07142857142857,8
Budaun,2023-08-26,25.85,1004.6333333333333,74.2,6.6433333333333335,3.57,34.6,1
Buddha Gaya,2023-08-25,27.571428571428573,1003.2857142857143,88.57142857142857,6.914285714285714,1.2,57.857142857142854,8
Buddha Gaya,2023-08-26,26.486666666666668,1004.3666666666667,89.4,5.993333333333333,5.6899999999999995,55.666666666666664,1
Bulandshahr,2023-08-25,27.07857142857143,1003.6428571428571,69.21428571428571,8.657142857142857,3.9,28.5,8
Bulandshahr,2023-08-26,26.013333333333332,1004.6,65.33333333333333,6.5633333333333335,0.56,15.166666666666666,1
Buldana,2023-08-25,23.97142857142857,1006.0714285714286,82.85714285714286,16.635714285714286,0.7000000000000001,50.0,7
Buldana,2023-08-26,22.966666666666665,1007.4,84.06666666666666,11.186666666666667,5.8,36.2,1
Bundi,2023-08-25,26.185714285714287,1004.4285714285714,71.64285714285714,10.978571428571428,2.8000000000000003,29.071428571428573,7
Bundi,2023-08-26,24.94,1005.2,67.56666666666666,9.636666666666665,1.18,25.866666666666667,1
Burhanpur,2023-08-25,24.373333333333335,1005.0666666666667,79.13333333333334,9.6,1.9,52.0,7
Burhanpur,2023-08-26,22.627586206896552,1006.7241379310345,83.55172413793103,7.041379310344827,13.02,39.89655172413793,1
Buxar,2023-08-25,28.040000000000003,1002.4666666666667,75.6,9.893333333333334,4.4,33.666666666666664,8
Buxar,2023-08-26,26.020689655172415,1004.1724137931035,84.10344827586206,9.341379310344827,2.7800000000000002,57.758620689655174,1
Chamba,2023-08-25,16.153333333333332,1009.8,71.06666666666666,9.72,0.3,19.4,6
Chamba,2023-08-26,14.472413793103447,1011.7241379310345,61.51724137931034,11.882758620689655,1.15,15.10344827586207,1
Chamoli,2023-08-25,8.96,1013.7333333333333,76.66666666666667,5.64,1.5,33.2,4
Chamoli,2023-08-26,6.796551724137931,1015.7241379310345,73.75862068965517,5.127586206896551,1.04,32.310344827586206,1
Champawat,2023-08-25,22.073333333333334,1005.7333333333333,82.6,5.98,1.9,44.4,7
Champawat,2023-08-26,20.24827586206897,1007.5172413793103,87.41379310344827,7.013793103448276,4.25,35.13793103448276,1
Chandauli,2023-08-25,27.407142857142855,1002.5714285714286,76.5,9.6,6.0,45.0,7
Chandauli,2023-08-26,25.663333333333334,1004.2,83.76666666666667,8.156666666666666,7.09,54.5,1
Chandel,2023-08-25,25.92,1007.6666666666666,84.93333333333334,10.54,7.5,64.06666666666666,7
Chandel,2023-08-26,25.2448275862069,1008.2068965517242,88.62068965517241,8.96896551724138,13.290000000000001,72.86206896551724,1
Chandigarh,2023-08-25,24.80666666666667,1004.0,72.73333333333333,4.966666666666667,0.0,9.866666666666667,8
Chandigarh,2023-08-26,23.07241379310345,1005.5172413793103,63.93103448275862,6.617241379310345,4.6899999999999995,20.79310344827586,1
Chandrapur,2023-08-25,24.849999999999998,1004.0714285714286,86.71428571428571,8.05,6.5,68.64285714285714,7
Chandrapur,2023-08-26,23.55666666666667,1005.7333333333333,89.73333333333333,6.696666666666667,8.67,47.93333333333333,1
Chatra,2023-08-25,26.92,1003.2,88.2,7.293333333333334,19.1,52.733333333333334,8
Chatra,2023-08-26,26.103448275862068,1004.6896551724138,90.79310344827586,5.075862068965517,8.27,58.10344827586207,1
Chennai,2023-08-25,27.571428571428573,1004.9285714285714,86.5,12.799999999999999,4.6,60.714285714285715,8
Chennai,2023-08-26,27.3,1006.4333333333333,89.0,12.34,11.49,59.166666666666664,1
Chhatarpur,2023-08-25,25.873333333333335,1002.9333333333333,78.93333333333334,12.120000000000001,3.3,43.86666666666667,8
Chhatarpur,2023-08-26,24.593103448275862,1005.1724137931035,73.06896551724138,7.931034482758621,1.77,21.96551724137931,1
Chhindwara,2023-08-25,23.166666666666668,1004.9333333333333,82.46666666666667,10.466666666666667,1.6,50.666666666666664,7
Chhindwara,2023-08-26,21.25862068965517,1006.9655172413793,82.75862068965517,9.237931034482758,2.12,38.03448275862069,1
Chikmagalur,2023-08-25,19.933333333333334,1010.2,89.73333333333333,8.646666666666667,8.8,65.33333333333333,7
Chikmagalur,2023-08-26,19.162068965517243,1010.7241379310345,93.27586206896552,7.93448275862069,1.35,74.79310344827586,1
Chitradurga,2023-08-25,22.013333333333332,1008.8666666666667,83.06666666666666,22.226666666666667,1.2,52.666666666666664,7
Chitradurga,2023-08-26,21.599999999999998,1009.4827586206897,86.06896551724138,18.16896551724138,0.3,63.0,1
Chittaurgarh,2023-08-25,24.650000000000002,1005.3571428571429,75.64285714285714,9.978571428571428,0.4,21.785714285714285,7
Chittaurgarh,2023-08-26,23.363333333333333,1006.2333333333333,74.5,9.59,3.73,31.5,1
Chittoor,2023-08-25,25.779999999999998,1006.7333333333333,72.2,13.226666666666667,6.8,46.46666666666667,8
Chittoor,2023-08-26,24.67241379310345,1007.3103448275862,76.86206896551724,9.710344827586209,4.41,46.10344827586207,1
Churachandpur,2023-08-25,21.246666666666666,1007.8666666666667,95.8,4.006666666666667,7.4,78.06666666666666,7
Churachandpur,2023-08-26,19.20689655172414,1009.448275862069,98.3103448275862,3.613793103448276,3.8699999999999997,92.96551724137932,1
Churu,2023-08-25,28.835714285714285,1003.6428571428571,54.714285714285715,16.15,0.0,6.214285714285714,8
Churu,2023-08-26,28.206666666666667,1004.4,48.9,13.366666666666667,0.28,15.966666666666667,1
Coimbatore,2023-08-25,25.0,1009.2142857142857,85.5,14.207142857142857,5.9,62.5,7
Coimbatore,2023-08-26,24.46333333333333,1010.2333333333333,89.46666666666667,13.796666666666665,0.05,53.9,1
Cuddalore,2023-08-25,27.22142857142857,1006.1428571428571,76.92857142857143,16.62142857142857,11.2,50.857142857142854,8
Cuddalore,2023-08-26,26.526666666666664,1007.0666666666667,82.06666666666666,21.226666666666667,10.92,48.46666666666667,1
Cuttack,2023-08-25,27.142857142857142,1002.9285714285714,90.64285714285714,8.192857142857141,7.2,67.85714285714286,8
Cuttack,2023-08-26,26.8,1004.2666666666667,91.23333333333333,5.566666666666666,4.42,62.5,1
Dadra,2023-08-25,25.84,1006.5333333333333,86.46666666666667,10.78,6.5,52.666666666666664,6
Dadra,2023-08-26,25.193103448275863,1006.8965517241379,87.34482758620689,9.86896551724138,3.14,44.55172413793103,1
Daman,2023-08-25,25.753333333333334,1006.4,86.8,11.086666666666668,6.3,53.266666666666666,6
Daman,2023-08-26,24.889655172413793,1006.8965517241379,88.37931034482759,10.26551724137931,3.06,44.62068965517241,1
Damoh,2023-08-25,25.02,1003.4666666666667,81.33333333333333,9.42,1.1,42.86666666666667,7
Damoh,2023-08-26,23.43793103448276,1005.7931034482758,78.10344827586206,6.5793103448275865,0.76,32.44827586206897,1
Darbhanga,2023-08-25,28.533333333333335,1002.5333333333333,77.13333333333334,8.74,2.1,54.4,8
Darbhanga,2023-08-26,26.03793103448276,1004.4137931034483,84.82758620689656,12.093103448275862,6.390000000000001,52.48275862068966,1
Darjiling,2023-08-25,20.06,1007.8666666666667,83.66666666666667,6.493333333333334,8.1,63.86666666666667,6
Darjiling,2023-08-26,18.689655172413794,1009.2068965517242,91.24137931034483,5.903448275862068,17.87,55.96551724137931,1
Darrang,2023-08-25,25.986666666666668,1004.2666666666667,90.0,4.66,8.8,47.06666666666667,7
Darrang,2023-08-26,24.344827586206897,1006.2758620689655,94.17241379310344,4.886206896551724,17.81,64.62068965517241,1
Datia,2023-08-25,26.34,1003.0666666666667,77.13333333333334,11.893333333333334,5.1000000000000005,53.733333333333334,7
Datia,2023-08-26,25.73793103448276,1005.0344827586207,66.62068965517241,9.331034482758621,3.1799999999999997,25.482758620689655,1
