timestamp,location_id,temp,pressure,humidity,wind_speed,precipitation,cloud_cover,uv
2023-08-25 23:44:09,Agra,24.3,1001,91,11.9,0.2,98,1
2023-08-25 23:53:14,Agra,24.2,1000,95,11.9,0.0,100,1
2023-08-26 00:02:19,Agra,25.4,1001,91,6.5,0.0,74,1
2023-08-26 00:11:24,Agra,27.0,1001,86,9.7,0.0,17,1
2023-08-26 00:20:32,Agra,31.9,1002,62,7.6,0.0,21,1
2023-08-26 00:29:38,Agra,28.8,1003,78,9.0,0.0,30,1
2023-08-26 00:38:47,Agra,28.6,1002,75,16.9,0.0,52,1
2023-08-26 00:47:54,Agra,26.4,1002,85,10.1,0.0,29,1
2023-08-26 00:57:02,Agra,25.6,1001,85,13.3,0.0,35,1
2023-08-26 01:06:07,Agra,27.0,1004,77,7.6,0.0,32,1
2023-08-26 01:15:16,Agra,29.1,1006,68,4.7,0.0,47,1
2023-08-26 01:24:26,Agra,29.9,1004,67,7.2,0.0,21,1
2023-08-26 01:33:35,Agra,27.2,1004,80,4.0,0.0,26,1
2023-08-26 01:42:43,Agra,27.6,1005,76,7.2,0.0,21,1
2023-08-26 01:51:54,Agra,27.3,1005,77,8.3,0.0,15,1
2023-08-26 02:01:03,Agra,28.8,1004,66,4.7,0.0,18,1
2023-08-26 02:10:10,Agra,27.6,1005,74,7.2,0.07,77,1
2023-08-26 02:19:16,Agra,28.7,1005,66,8.6,0.0,18,1
2023-08-26 02:28:24,Agra,28.4,1005,55,4.0,0.0,4,1
2023-08-26 02:37:32,Agra,26.3,1005,44,4.7,0.0,0,1
2023-08-26 02:46:37,Agra,26.6,1005,40,5.0,0.0,8,1
2023-08-26 02:55:43,Agra,27.6,1004,59,8.3,0.0,6,1
2023-08-26 03:04:51,Agra,26.2,1004,31,11.9,0.0,5,1
2023-08-26 03:13:57,Agra,25.8,1006,37,5.0,0.0,0,1
2023-08-26 03:23:06,Agra,24.7,1006,30,7.2,0.0,0,1
2023-08-26 03:32:13,Agra,24.8,1006,49,5.0,0.0,0,1
2023-08-26 03:41:18,Agra,25.6,1005,30,4.3,0.0,0,1
2023-08-26 03:50:23,Agra,27.5,1005,37,3.6,0.0,3,1
2023-08-26 03:59:28,Agra,28.1,1006,41,10.1,0.0,3,1
2023-08-26 04:08:33,Agra,28.7,1007,40,14.0,0.0,4,1
2023-08-26 04:17:44,Agra,27.7,1007,46,11.2,0.0,2,1
2023-08-26 04:26:52,Agra,28.1,1008,45,11.9,0.0,17,1
2023-08-25 21:52:22,Ahmadnagar,27.1,1010,55,15.1,0.0,13,7
2023-08-25 22:01:27,Ahmadnagar,25.0,1011,71,9.0,0.3,83,6
2023-08-25 22:10:36,Ahmadnagar,22.4,1010,85,11.5,1.4,70,1
2023-08-25 22:19:45,Ahmadnagar,24.8,1009,69,11.2,0.1,78,1
2023-08-25 22:28:49,Ahmadnagar,25.0,1009,63,10.8,0.0,12,1
2023-08-25 22:37:58,Ahmadnagar,24.5,1008,74,9.0,0.0,26,1
2023-08-25 22:47:02,Ahmadnagar,23.2,1006,81,13.0,0.8,75,1
2023-08-25 22:56:06,Ahmadnagar,22.6,1006,81,10.4,0.2,84,1
2023-08-25 23:05:15,Ahmadnagar,23.2,1006,83,10.4,0.3,80,1
2023-08-25 23:14:21,Ahmadnagar,22.9,1005,82,23.0,0.0,76,1
2023-08-25 23:23:26,Ahmadnagar,21.6,1004,95,26.3,2.1,100,1
2023-08-25 23:32:36,Ahmadnagar,22.0,1005,93,17.3,0.2,100,1
2023-08-25 23:41:45,Ahmadnagar,22.0,1006,91,20.9,0.0,67,1
2023-08-25 23:50:50,Ahmadnagar,21.8,1006,90,17.6,0.0,50,1
2023-08-25 23:59:55,Ahmadnagar,21.7,1007,85,15.5,0.0,18,1
2023-08-26 00:09:00,Ahmadnagar,21.7,1007,86,18.0,0.0,31,1
2023-08-26 00:18:08,Ahmadnagar,24.7,1008,72,23.4,0.0,51,1
2023-08-26 00:27:12,Ahmadnagar,22.3,1006,82,14.4,0.0,36,1
2023-08-26 00:36:23,Ahmadnagar,22.8,1006,82,25.6,0.0,40,1
2023-08-26 00:45:29,Ahmadnagar,22.0,1006,87,22.0,0.0,69,1
2023-08-26 00:54:38,Ahmadnagar,21.3,1005,90,18.7,0.0,66,1
2023-08-26 01:03:42,Ahmadnagar,22.1,1007,84,17.6,0.0,31,1
2023-08-26 01:12:51,Ahmadnagar,22.1,1008,87,16.9,0.0,28,1
2023-08-26 01:22:01,Ahmadnagar,23.2,1008,85,14.4,0.0,19,1
2023-08-26 01:31:10,Ahmadnagar,22.7,1008,90,5.8,0.51,59,1
2023-08-26 01:40:19,Ahmadnagar,22.9,1007,87,5.8,0.0,55,1
2023-08-26 01:49:30,Ahmadnagar,21.7,1009,91,7.6,0.0,36,1
2023-08-26 01:58:38,Ahmadnagar,22.5,1008,89,5.8,0.59,89,1
2023-08-26 02:07:46,Ahmadnagar,22.5,1008,91,7.2,0.04,84,1
2023-08-26 02:16:52,Ahmadnagar,22.7,1008,90,11.2,0.11,83,1
2023-08-26 02:25:59,Ahmadnagar,22.6,1007,91,7.9,0.59,52,1
2023-08-26 02:35:08,Ahmadnagar,23.2,1006,86,6.8,0.0,24,1
2023-08-26 02:44:13,Ahmadnagar,23.3,1006,86,7.2,0.09,86,1
2023-08-26 02:53:17,Ahmadnagar,23.6,1006,84,9.4,0.38,86,1
2023-08-26 03:02:27,Ahmadnagar,23.5,1007,78,10.4,0.0,76,1
2023-08-26 03:11:33,Ahmadnagar,21.7,1010,87,8.3,0.0,24,1
2023-08-26 03:20:42,Ahmadnagar,22.0,1011,83,10.4,0.0,5,1
2023-08-26 03:29:49,Ahmadnagar,21.7,1011,75,9.7,0.0,6,1
2023-08-26 03:38:54,Ahmadnagar,21.3,1010,85,10.8,0.0,3,1
2023-08-26 03:47:59,Ahmadnagar,21.8,1010,82,10.4,0.0,5,1
2023-08-26 03:57:04,Ahmadnagar,22.3,1011,73,10.1,0.0,8,1
2023-08-26 04:06:09,Ahmadnagar,22.5,1012,79,12.6,0.0,7,1
2023-08-26 04:15:19,Ahmadnagar,23.0,1013,76,13.0,0.0,5,1
2023-08-26 04:24:28,Ahmadnagar,24.7,1012,66,12.6,0.0,9,1
2023-08-25 21:50:18,Aizawl,28.3,1005,55,4.3,0.0,60,7
2023-08-25 21:59:21,Aizawl,23.5,1007,82,3.6,0.0,28,6
2023-08-25 22:08:31,Aizawl,21.0,1007,98,3.6,0.7,74,5
2023-08-25 22:17:41,Aizawl,20.4,1008,100,3.6,3.5,100,5
2023-08-25 22:26:45,Aizawl,22.0,1006,99,3.6,0.0,100,5
2023-08-25 22:35:54,Aizawl,19.7,1005,99,3.6,7.0,91,4
2023-08-25 22:44:58,Aizawl,19.4,1004,99,3.6,1.1,73,4
2023-08-25 22:54:02,Aizawl,21.6,1005,99,3.6,3.2,83,5
2023-08-25 23:03:11,Aizawl,20.7,1006,99,3.6,4.1,67,5
2023-08-25 23:12:16,Aizawl,21.3,1007,95,3.6,0.2,61,1
2023-08-25 23:21:21,Aizawl,20.1,1007,100,3.6,0.5,96,1
2023-08-25 23:30:30,Aizawl,19.0,1008,99,3.6,0.0,100,1
2023-08-25 23:39:40,Aizawl,20.0,1006,99,3.6,0.6,92,1
2023-08-25 23:48:46,Aizawl,20.1,1004,100,3.6,0.3,100,1
2023-08-25 23:57:50,Aizawl,20.4,1005,100,3.6,0.0,100,1
2023-08-26 00:06:56,Aizawl,20.7,1005,99,3.6,0.0,100,1
2023-08-26 00:16:04,Aizawl,20.5,1009,99,4.0,0.0,100,1
2023-08-26 00:25:08,Aizawl,20.2,1008,97,3.6,0.0,61,1
2023-08-26 00:34:18,Aizawl,21.5,1009,99,3.6,0.0,100,1
2023-08-26 00:43:25,Aizawl,18.8,1007,99,3.6,0.0,100,1
2023-08-26 00:52:34,Aizawl,19.7,1006,100,3.6,0.98,100,1
2023-08-26 01:01:38,Aizawl,20.4,1007,100,3.6,1.79,100,1
2023-08-26 01:10:47,Aizawl,20.9,1009,100,3.6,0.19,100,1
2023-08-26 01:19:57,Aizawl,20.9,1010,99,3.6,0.01,100,1
2023-08-26 01:29:06,Aizawl,18.8,1010,99,3.6,0.0,100,1
2023-08-26 01:38:15,Aizawl,19.1,1010,99,3.6,0.0,100,1
2023-08-26 01:47:22,Aizawl,21.0,1009,99,3.6,0.0,100,1
2023-08-26 01:56:33,Aizawl,20.2,1008,99,3.6,0.0,100,1
2023-08-26 02:05:42,Aizawl,21.3,1008,99,3.6,0.0,100,1
2023-08-26 02:14:46,Aizawl,22.1,1008,99,3.6,0.0,100,1
2023-08-26 02:23:54,Aizawl,21.4,1007,98,3.6,0.0,100,1
2023-08-26 02:33:04,Aizawl,22.7,1006,89,4.0,0.12,89,1
2023-08-26 02:42:09,Aizawl,24.2,1007,99,3.6,0.0,100,1
2023-08-26 02:51:13,Aizawl,24.0,1006,99,3.6,0.03,100,1
2023-08-26 03:00:23,Aizawl,23.8,1007,99,3.6,0.11,100,1
2023-08-26 03:09:28,Aizawl,23.9,1008,99,3.6,0.26,100,1
2023-08-26 03:18:36,Aizawl,22.6,1010,99,3.6,0.0,100,1
2023-08-26 03:27:45,Aizawl,22.4,1009,99,3.6,0.0,100,1
2023-08-26 03:36:50,Aizawl,22.2,1007,99,4.0,0.21,94,1
2023-08-26 03:45:55,Aizawl,20.9,1008,99,3.6,0.0,100,1
2023-08-26 03:55:00,Aizawl,21.8,1009,99,3.6,0.15,74,1
2023-08-26 04:04:05,Aizawl,20.8,1011,99,4.0,0.0,100,1
2023-08-26 04:13:14,Aizawl,21.5,1011,99,3.6,0.0,100,1
2023-08-26 04:22:24,Aizawl,22.5,1011,99,3.6,0.01,100,1
2023-08-25 21:53:29,Ajmer,27.9,1007,58,22.3,0.0,3,7
2023-08-25 22:02:34,Ajmer,27.9,1009,61,22.3,0.0,10,7
2023-08-25 22:11:44,Ajmer,24.9,1007,68,19.8,0.0,7,1
2023-08-25 22:20:53,Ajmer,25.7,1007,64,16.2,0.0,21,1
2023-08-25 22:29:56,Ajmer,25.6,1007,61,17.6,0.0,7,1
2023-08-25 22:39:05,Ajmer,24.7,1006,67,19.1,0.0,2,1
2023-08-25 22:48:09,Ajmer,25.6,1004,63,19.8,0.0,5,1
2023-08-25 22:57:13,Ajmer,24.9,1005,62,13.3,0.0,6,1
2023-08-25 23:06:22,Ajmer,26.8,1004,59,3.6,0.0,6,1
2023-08-25 23:15:27,Ajmer,24.1,1004,85,4.7,0.0,8,1
2023-08-25 23:24:33,Ajmer,26.1,1003,73,6.8,0.0,22,1
2023-08-25 23:33:44,Ajmer,25.9,1003,84,9.7,0.4,70,1
2023-08-25 23:42:52,Ajmer,24.2,1002,85,4.7,0.0,10,1
2023-08-25 23:51:57,Ajmer,25.4,1001,69,13.7,0.0,6,1
2023-08-26 00:01:02,Ajmer,25.3,1002,65,19.8,0.0,15,1
2023-08-26 00:10:07,Ajmer,26.0,1002,64,19.8,0.0,45,1
2023-08-26 00:19:15,Ajmer,30.6,1003,59,6.5,0.0,46,1
2023-08-26 00:28:20,Ajmer,25.0,1004,84,9.7,0.4,53,1
2023-08-26 00:37:30,Ajmer,25.9,1003,84,3.6,0.6,73,1
2023-08-26 00:46:36,Ajmer,24.9,1000,90,20.5,0.0,60,1
2023-08-26 00:55:45,Ajmer,22.2,999,94,14.0,0.02,100,1
2023-08-26 01:04:49,Ajmer,23.5,1003,90,19.1,0.0,100,1
2023-08-26 01:13:58,Ajmer,24.1,1006,92,9.4,0.0,41,1
2023-08-26 01:23:08,Ajmer,26.7,1006,77,10.1,0.0,29,1
2023-08-26 01:32:17,Ajmer,27.0,1005,79,10.8,0.31,87,1
2023-08-26 01:41:26,Ajmer,26.8,1006,71,7.6,0.0,16,1
2023-08-26 01:50:37,Ajmer,27.0,1006,74,9.4,0.0,25,1
2023-08-26 01:59:46,Ajmer,26.1,1005,77,9.4,0.0,10,1
2023-08-26 02:08:53,Ajmer,26.2,1006,71,7.6,0.0,9,1
2023-08-26 02:17:59,Ajmer,27.1,1007,63,4.3,0.0,7,1
2023-08-26 02:27:06,Ajmer,26.2,1006,37,5.0,0.0,0,1
2023-08-26 02:36:15,Ajmer,25.0,1006,37,4.3,0.0,9,1
2023-08-26 02:45:20,Ajmer,25.5,1006,36,5.0,0.0,7,1
2023-08-26 02:54:25,Ajmer,24.9,1005,24,6.1,0.0,0,1
2023-08-26 03:03:34,Ajmer,24.9,1006,35,3.6,0.0,5,1
2023-08-26 03:12:40,Ajmer,24.4,1008,37,10.4,0.0,5,1
2023-08-26 03:21:49,Ajmer,23.6,1009,40,10.8,0.0,0,1
2023-08-26 03:30:56,Ajmer,23.4,1008,46,13.3,0.0,0,1
2023-08-26 03:40:01,Ajmer,24.1,1007,47,19.8,0.0,0,1
2023-08-26 03:49:06,Ajmer,23.3,1008,54,13.7,0.0,0,1
2023-08-26 03:58:11,Ajmer,23.7,1008,61,15.5,0.0,0,1
2023-08-26 04:07:16,Ajmer,24.3,1010,61,19.1,0.0,0,1
2023-08-26 04:16:26,Ajmer,24.4,1010,59,17.3,0.0,1,1
2023-08-26 04:25:35,Ajmer,24.7,1011,55,12.2,0.0,3,1
2023-08-25 21:52:28,Akola,28.7,1009,62,24.5,0.0,64,6
2023-08-25 22:01:33,Akola,28.3,1010,63,15.5,0.0,9,7
2023-08-25 22:10:42,Akola,25.0,1008,72,13.3,0.0,19,1
2023-08-25 22:19:51,Akola,27.5,1008,63,10.1,0.0,66,1
2023-08-25 22:28:55,Akola,27.7,1007,65,9.4,0.0,26,1
2023-08-25 22:38:04,Akola,25.6,1006,73,14.0,0.0,9,1
2023-08-25 22:47:08,Akola,25.5,1004,76,14.4,0.0,25,1
2023-08-25 22:56:12,Akola,25.8,1003,75,19.8,0.0,45,1
2023-08-25 23:05:21,Akola,25.7,1002,73,21.2,0.1,80,1
2023-08-25 23:14:27,Akola,25.0,1001,81,25.9,0.0,100,1
2023-08-25 23:23:32,Akola,24.4,1001,90,14.4,0.1,100,1
2023-08-25 23:32:42,Akola,23.9,1002,95,27.4,0.8,100,1
2023-08-25 23:41:51,Akola,22.8,1003,90,15.8,0.2,88,1
2023-08-25 23:50:56,Akola,23.7,1003,89,18.7,0.0,51,1
2023-08-26 00:00:01,Akola,23.8,1005,90,22.3,0.0,80,1
2023-08-26 00:09:06,Akola,23.2,1005,83,20.2,0.0,45,1
2023-08-26 00:18:14,Akola,25.1,1005,88,13.0,0.0,58,1
2023-08-26 00:27:18,Akola,23.6,1004,94,19.1,0.8,100,1
2023-08-26 00:36:29,Akola,22.3,1002,93,34.2,1.6,100,1
2023-08-26 00:45:35,Akola,22.3,1004,84,11.5,0.0,78,1
2023-08-26 00:54:44,Akola,22.6,1004,92,7.2,0.0,56,1
2023-08-26 01:03:48,Akola,24.0,1005,84,8.6,0.0,14,1
2023-08-26 01:12:57,Akola,24.6,1006,89,11.9,0.0,26,1
2023-08-26 01:22:07,Akola,25.1,1006,85,10.1,1.33,85,1
2023-08-26 01:31:16,Akola,24.5,1006,93,12.2,0.11,54,1
2023-08-26 01:40:25,Akola,23.2,1006,96,13.0,0.06,75,1
2023-08-26 01:49:36,Akola,24.2,1007,91,19.4,0.01,100,1
2023-08-26 01:58:44,Akola,23.4,1007,94,18.4,0.0,45,1
2023-08-26 02:07:52,Akola,24.3,1006,90,13.0,0.0,28,1
2023-08-26 02:16:58,Akola,24.7,1006,88,9.4,0.0,16,1
2023-08-26 02:26:05,Akola,25.2,1005,83,3.6,0.0,11,1
2023-08-26 02:35:14,Akola,25.7,1005,81,8.3,0.0,23,1
2023-08-26 02:44:19,Akola,25.7,1005,83,5.4,0.0,13,1
2023-08-26 02:53:23,Akola,25.4,1005,74,5.4,0.0,27,1
2023-08-26 03:02:33,Akola,24.6,1005,72,9.7,0.0,8,1
2023-08-26 03:11:39,Akola,23.6,1007,79,17.6,0.0,7,1
2023-08-26 03:20:48,Akola,22.8,1009,74,15.1,0.0,6,1
2023-08-26 03:29:55,Akola,22.4,1009,75,13.3,0.0,0,1
2023-08-26 03:39:00,Akola,22.0,1008,78,12.6,0.0,0,1
2023-08-26 03:48:05,Akola,23.1,1008,72,11.2,0.0,2,1
2023-08-26 03:57:10,Akola,23.6,1009,71,9.7,0.0,5,1
2023-08-26 04:06:15,Akola,24.2,1010,67,7.9,0.0,5,1
2023-08-26 04:15:25,Akola,24.5,1011,66,3.6,0.0,3,1
2023-08-26 04:24:34,Akola,24.8,1011,65,6.5,0.0,11,1
2023-08-25 21:51:15,Alappuzha,28.3,1011,71,6.1,0.0,31,7
2023-08-25 22:00:18,Alappuzha,26.3,1012,84,16.2,3.7,71,6
2023-08-25 22:09:28,Alappuzha,26.1,1009,87,13.3,0.9,74,1
2023-08-25 22:18:38,Alappuzha,26.2,1009,85,9.7,0.4,79,1
2023-08-25 22:27:42,Alappuzha,26.0,1009,82,3.6,5.0,56,1
2023-08-25 22:36:51,Alappuzha,25.5,1009,87,9.4,1.2,77,1
2023-08-25 22:45:55,Alappuzha,25.2,1008,92,18.4,15.9,100,1
2023-08-25 22:54:59,Alappuzha,24.2,1009,92,17.3,12.1,100,1
2023-08-25 23:04:08,Alappuzha,25.4,1008,83,3.6,2.6,80,1
2023-08-25 23:13:14,Alappuzha,25.6,1009,87,13.3,0.9,73,1
2023-08-25 23:22:19,Alappuzha,24.3,1011,89,6.8,0.5,77,1
2023-08-25 23:31:29,Alappuzha,25.5,1010,85,8.3,0.6,83,1
2023-08-25 23:40:38,Alappuzha,25.7,1009,83,12.6,1.2,57,1
2023-08-25 23:49:43,Alappuzha,25.6,1009,84,11.5,0.6,57,1
2023-08-25 23:58:48,Alappuzha,25.6,1010,85,16.6,0.0,51,1
2023-08-26 00:07:53,Alappuzha,25.5,1010,86,7.6,0.0,46,1
2023-08-26 00:17:01,Alappuzha,26.2,1011,84,13.7,0.0,29,1
2023-08-26 00:26:05,Alappuzha,24.8,1010,86,5.4,0.1,69,1
2023-08-26 00:35:15,Alappuzha,25.2,1010,87,5.0,0.7,100,1
2023-08-26 00:44:22,Alappuzha,25.3,1009,86,4.3,0.1,58,1
2023-08-26 00:53:31,Alappuzha,25.3,1008,86,7.9,0.12,79,1
2023-08-26 01:02:35,Alappuzha,25.0,1010,86,3.6,0.79,97,1
2023-08-26 01:11:44,Alappuzha,26.0,1010,82,5.0,0.03,83,1
2023-08-26 01:20:54,Alappuzha,25.8,1010,84,5.8,0.01,85,1
2023-08-26 01:30:03,Alappuzha,26.0,1010,82,6.8,0.96,53,1
2023-08-26 01:39:12,Alappuzha,25.1,1009,90,15.8,0.98,52,1
2023-08-26 01:48:20,Alappuzha,26.1,1010,81,6.8,0.03,78,1
2023-08-26 01:57:30,Alappuzha,26.2,1009,83,15.5,0.04,57,1
2023-08-26 02:06:39,Alappuzha,26.1,1008,84,12.6,0.01,54,1
2023-08-26 02:15:43,Alappuzha,25.5,1009,86,6.8,0.36,84,1
2023-08-26 02:24:52,Alappuzha,25.5,1009,85,7.9,0.6,71,1
2023-08-26 02:34:01,Alappuzha,25.8,1009,85,10.8,1.38,54,1
2023-08-26 02:43:06,Alappuzha,24.5,1010,91,12.6,0.22,66,1
2023-08-26 02:52:10,Alappuzha,26.1,1010,84,13.7,0.69,94,1
2023-08-26 03:01:20,Alappuzha,25.6,1010,87,9.7,0.84,75,1
2023-08-26 03:10:26,Alappuzha,25.4,1011,86,3.6,0.1,57,1
2023-08-26 03:19:33,Alappuzha,25.4,1010,87,7.9,0.33,76,1
2023-08-26 03:28:42,Alappuzha,25.3,1009,88,7.2,0.0,35,1
2023-08-26 03:37:47,Alappuzha,26.1,1009,82,10.8,0.02,65,1
2023-08-26 03:46:52,Alappuzha,26.3,1008,78,10.4,0.0,35,1
2023-08-26 03:55:57,Alappuzha,25.7,1009,81,5.0,0.01,85,1
2023-08-26 04:05:02,Alappuzha,26.6,1011,74,6.1,0.0,16,1
